s_m,x_m,y_m,psi_rad,kappa_radpm,vx_mps,ax_mps2,width
149.8633889,-28.3672225,-2.9612389,-2.2351743,0.2499344,5.6766435,-2921.2294496,15.0000000
150.4310532,-27.9285514,-3.3215312,-2.2584067,0.2046670,5.6766435,-2877.1626435,15.0000000
150.9987176,-27.4969881,-3.6903074,-2.2779042,0.1717688,5.6766435,-2834.7572654,15.0000000
151.5663819,-27.0716673,-4.0662662,-2.2946684,0.1476919,5.6766435,-2793.8799207,15.0000000
152.1340463,-26.6519422,-4.4484621,-2.3094294,0.1300452,5.6766435,-2754.4369994,15.0000000
152.7017106,-26.1853940,-4.7718436,-2.1769009,-1.1642084,5.6766435,-2722.3746166,15.0000000
153.2693750,-25.6872129,-5.0439803,-2.0707641,-0.9333487,5.6766435,-2690.1789393,15.0000000
153.8370394,-25.1675300,-5.2723933,-1.9849042,-0.7555267,5.6766435,-2652.1150535,15.0000000
154.4047037,-24.6330407,-5.4636106,-1.9143648,-0.6209628,5.6766435,-2609.9299728,15.0000000
154.9723681,-24.0882000,-5.6229573,-1.8553259,-0.5198516,5.6766435,-2564.8156330,15.0000000
155.5400324,-23.5360202,-5.7546400,-1.8049016,-0.4440675,5.6766435,-2517.5777256,15.0000000
156.1076968,-22.9785843,-5.8619156,-1.7609168,-0.3873967,5.6766435,-2468.7634324,15.0000000
156.6753611,-22.4173726,-5.9472634,-1.7217176,-0.3452703,5.6766435,-2418.7485817,15.0000000
157.2430255,-21.8534727,-6.0125297,-1.6860246,-0.3144016,5.6766435,-2367.7947786,15.0000000
157.8106898,-21.2877170,-6.0590409,-1.6528225,-0.2924682,5.6766435,-2316.0864166,15.0000000
158.3783542,-20.7207758,-6.0876856,-1.6212785,-0.2778677,5.6766435,-2263.7547079,15.0000000
158.9460185,-20.1532237,-6.0989720,-1.5906797,-0.2695443,5.6766435,-2210.8934241,15.0000000
159.5136829,-19.5855901,-6.0930616,-1.5603844,-0.2668717,5.6766435,-2157.5693287,15.0000000
160.0813472,-19.0184032,-6.0697855,-1.5297814,-0.2695813,5.6766435,-2103.8291764,15.0000000
160.6490116,-18.4522318,-6.0286416,-1.4982536,-0.2777256,5.6766435,-2049.7044682,15.0000000
161.2166759,-17.8847262,-6.0420651,-1.5944453,0.8461773,5.6766435,-1993.3246446,15.0000000
161.7843403,-17.3182272,-6.0784211,-1.6348852,0.3561923,5.6766435,-1937.2736994,15.0000000
162.3520046,-16.7524609,-6.1248029,-1.6525939,0.1560119,5.6766435,-1883.2564830,15.0000000
162.9196690,-16.1870896,-6.1757745,-1.6607091,0.0714974,5.6766435,-1830.4358473,15.0000000
163.4873333,-15.6219207,-6.2289439,-1.6645974,0.0342572,5.6766435,-1778.3494535,15.0000000
164.0549977,-15.0568564,-6.2832123,-1.6665420,0.0171323,5.6766435,-1726.7904024,15.0000000
164.6226620,-14.4918473,-6.3380533,-1.6675553,0.0089277,5.6766435,-1675.6776350,15.0000000
165.1903264,-13.9268684,-6.3932046,-1.6681046,0.0048397,5.6766435,-1624.9900299,15.0000000
165.7579907,-13.3619066,-6.4485307,-1.6684139,0.0027252,5.6766435,-1574.7364319,15.0000000
166.3256551,-12.7969448,-6.5038568,-1.6684139,-0.0000000,5.6766435,-1524.9473382,15.0000000
166.8933194,-12.2319830,-6.5591828,-1.6684139,0.0000000,5.6766435,-1475.6523316,15.0000000
167.4609838,-11.6670211,-6.6145089,-1.6684139,0.0000000,5.6766435,-1426.8915272,15.0000000
168.0286481,-11.1020593,-6.6698350,-1.6684139,-0.0000000,5.6766435,-1378.7193634,15.0000000
168.5963125,-10.5370975,-6.7251610,-1.6684139,0.0000000,5.6766435,-1331.1971317,15.0000000
169.1639769,-9.9721357,-6.7804871,-1.6684139,0.0000000,5.6766435,-1284.3939222,15.0000000
169.7316412,-9.4071739,-6.8358132,-1.6684139,-0.0000000,5.6766435,-1238.3876876,15.0000000
170.2993056,-8.8422121,-6.8911393,-1.6684139,-0.0000000,5.6766435,-1193.2664267,15.0000000
170.8669699,-8.2772503,-6.9464653,-1.6684139,-0.0000000,5.6766435,-1149.1294832,15.0000000
171.4346343,-7.7122885,-7.0017914,-1.6684139,0.0000000,5.6766435,-1106.0889439,15.0000000
172.0022986,-7.1473267,-7.0571175,-1.6684139,-0.0000000,5.6766435,-1064.2711001,15.0000000
172.5699630,-6.5823649,-7.1124436,-1.6684139,-0.0000000,5.6766435,-1023.8179136,15.0000000
173.1376273,-6.0174031,-7.1677696,-1.6684139,0.0000000,5.6766435,-984.8883879,15.0000000
173.7052917,-5.4524413,-7.2230957,-1.6684139,0.0000000,5.6766435,-947.6597007,15.0000000
174.2729560,-4.8874795,-7.2784218,-1.6684139,-0.0000000,5.6766435,-912.3278898,15.0000000
174.8406204,-4.3225177,-7.3337479,-1.6684139,-0.0000000,5.6766435,-879.1078166,15.0000000
175.4082847,-3.7575559,-7.3890739,-1.6684139,0.0000000,5.6766435,-848.2320599,15.0000000
175.9759491,-3.1925941,-7.4444000,-1.6684139,-0.0000000,5.6766435,-819.9483379,15.0000000
176.5436134,-2.6276323,-7.4997261,-1.6684139,-0.0000000,5.6766435,-794.5150499,15.0000000
177.1112778,-2.0626704,-7.5550522,-1.6684139,0.0000000,5.6766435,-772.1945994,15.0000000
177.6789421,-1.5077607,-7.4353946,-1.3584139,-2.6876754,5.6766435,-768.9670664,15.0000000
178.2466065,-1.0158040,-7.1521606,-1.0484139,-2.6876754,5.6766435,-767.6415280,15.0000000
178.8142708,-0.6337002,-6.7323517,-0.7384139,-2.6876754,5.6766435,-751.1680192,15.0000000
179.3819352,-0.3978762,-6.2159896,-0.4284139,-2.6876754,5.6766435,-720.2330071,15.0000000
179.9495995,-0.2584524,-5.6657135,-0.2481485,-1.5796156,5.6766435,-675.5885975,15.0000000
180.5172639,-0.1744331,-5.1043013,-0.1485545,-0.8760085,5.6766435,-622.6847955,15.0000000
181.0849282,-0.1217169,-4.5390900,-0.0929991,-0.4892114,5.6766435,-567.1025370,15.0000000
181.6525926,-0.0870482,-3.9724853,-0.0611106,-0.2809014,5.6766435,-510.7095467,15.0000000
182.2202569,-0.0631077,-3.4053260,-0.0421864,-0.1667191,5.6766435,-454.0662019,15.0000000
182.7879213,-0.0457578,-2.8379269,-0.0305683,-0.1023564,5.6766435,-397.3420323,15.0000000
183.3555856,-0.0325925,-2.2704152,-0.0231940,-0.0649696,5.6766435,-340.5905444,15.0000000
183.9232500,-0.0221713,-1.7028465,-0.0183591,-0.0425979,5.6766435,-283.8294561,15.0000000
184.4909144,-0.0136070,-1.1352468,-0.0150876,-0.0288228,5.6766435,-227.0649013,15.0000000
