s_m,x_m,y_m,psi_rad,kappa_radpm,vx_mps,ax_mps2,width
111.2622130,-55.4706355,-3.8029153,-1.7586829,-1.0917788,5.6766435,-5666.0630692,15.0000000
111.8298773,-54.9519474,-4.0335784,-1.9892380,2.0133254,5.6766435,-5608.5470172,15.0000000
112.3975417,-54.4843903,-4.3554994,-2.1737739,1.6166147,5.6766435,-5547.8733566,15.0000000
112.9652060,-54.0680170,-4.7413440,-2.3181575,1.2676565,5.6766435,-5492.0684863,15.0000000
113.5328704,-53.6975899,-5.1714912,-2.4306531,0.9890370,5.6766435,-5442.7420669,15.0000000
114.1005347,-53.3665613,-5.6326451,-2.5190024,0.7773765,5.6766435,-5399.9506919,15.0000000
114.6681991,-53.0688104,-6.1159537,-2.5894423,0.6200872,5.6766435,-5363.0821596,15.0000000
115.2358634,-52.7991958,-6.6155043,-2.6466806,0.5040145,5.6766435,-5331.3575676,15.0000000
115.8035278,-52.5536051,-7.1272933,-2.6941807,0.4183358,5.6766435,-5304.0469631,15.0000000
116.3711921,-52.3288314,-7.6485606,-2.7344771,0.3549294,5.6766435,-5280.5372502,15.0000000
116.9388565,-52.1224144,-8.1773657,-2.7694363,0.3079403,5.6766435,-5260.3380138,15.0000000
117.5065208,-51.9324959,-8.7123178,-2.8004529,0.2732238,5.6766435,-5243.0661309,15.0000000
118.0741852,-51.7577030,-9.2524014,-2.8285910,0.2478735,5.6766435,-5228.4260586,15.0000000
118.6418495,-51.5970610,-9.7968617,-2.8546849,0.2298709,5.6766435,-5216.1918585,15.0000000
119.2095139,-51.4499300,-10.3451274,-2.8794127,0.2178381,5.6766435,-5206.1925962,15.0000000
119.7771782,-51.3159635,-10.8967575,-2.9033494,0.2108713,5.6766435,-5198.3011214,15.0000000
120.3448426,-51.0416249,-11.3937294,-2.6371995,-2.3172898,5.6766435,-5208.5788824,15.0000000
120.9125069,-50.6628266,-11.8165234,-2.4110248,-1.9757340,5.6766435,-5217.7499493,15.0000000
121.4801713,-50.2129798,-12.1627613,-2.2267740,-1.6141467,5.6766435,-5209.5593406,15.0000000
122.0478356,-49.7173000,-12.4394277,-2.0798793,-1.2895449,5.6766435,-5187.6220731,15.0000000
122.6155000,-49.1928091,-12.6565731,-1.9633233,-1.0245765,5.6766435,-5155.7077086,15.0000000
123.1831644,-48.6504017,-12.8240158,-1.8702181,-0.8191050,5.6766435,-5116.8587912,15.0000000
123.7508287,-48.0969221,-12.9501233,-1.7948168,-0.6636831,5.6766435,-5073.2489812,15.0000000
124.3184931,-47.5366776,-13.0416052,-1.7326571,-0.5472972,5.6766435,-5026.3478892,15.0000000
124.8861574,-46.9724181,-13.1036863,-1.6803779,-0.4603881,5.6766435,-4977.1308840,15.0000000
125.4538218,-46.4059405,-13.1403733,-1.6354694,-0.3955272,5.6766435,-4926.2461468,15.0000000
126.0214861,-45.8384572,-13.1547065,-1.5960483,-0.3472238,5.6766435,-4874.1294301,15.0000000
126.5891505,-45.2708218,-13.1489652,-1.5606824,-0.3115212,5.6766435,-4821.0785358,15.0000000
127.1568148,-44.7036710,-13.1248256,-1.5282590,-0.2856120,5.6766435,-4767.3007705,15.0000000
127.7244792,-44.1375147,-13.0834749,-1.4978881,-0.2675369,5.6766435,-4712.9431986,15.0000000
128.2921435,-43.5727988,-13.0256931,-1.4688312,-0.2559655,5.6766435,-4658.1121314,15.0000000
128.8598079,-43.0099502,-12.9519075,-1.4404465,-0.2500465,5.6766435,-4602.8858899,15.0000000
129.4274722,-42.4964396,-12.7099372,-1.1304465,-2.6876754,5.6766435,-4547.1814049,15.0000000
129.9951366,-42.0490340,-12.3605505,-0.9077999,-1.9454289,5.6766435,-4487.9735995,15.0000000
130.5628009,-41.6474716,-11.9593143,-0.7858046,-1.0721580,5.6766435,-4428.9235255,15.0000000
131.1304653,-41.2734653,-11.5322756,-0.7192906,-0.5855804,5.6766435,-4374.0763636,15.0000000
131.6981296,-40.9155957,-11.0916258,-0.6821001,-0.3275863,5.6766435,-4322.9684829,15.0000000
132.2657940,-40.5672801,-10.6433859,-0.6606046,-0.1893678,5.6766435,-4274.4059239,15.0000000
132.8334583,-40.2247576,-10.1907037,-0.6477442,-0.1133014,5.6766435,-4227.5110603,15.0000000
133.4011227,-39.8858498,-9.7353091,-0.6397831,-0.0701396,5.6766435,-4181.7464376,15.0000000
133.9687870,-39.5492665,-9.2781937,-0.6346884,-0.0448863,5.6766435,-4136.7981903,15.0000000
134.5364514,-39.2142243,-8.8199475,-0.6313212,-0.0296662,5.6766435,-4092.4849657,15.0000000
135.1041157,-38.8802352,-8.3609332,-0.6290251,-0.0202295,5.6766435,-4048.7022290,15.0000000
135.6717801,-38.5469873,-7.9013806,-0.6274111,-0.0142192,5.6766435,-4005.3902309,15.0000000
136.2394444,-38.2142765,-7.4414389,-0.6262428,-0.0102932,5.6766435,-3962.5157915,15.0000000
136.8071088,-37.8819662,-6.9812078,-0.6253726,-0.0076673,5.6766435,-3920.0618661,15.0000000
137.3747731,-37.5499626,-6.5207553,-0.6247061,-0.0058723,5.6766435,-3878.0214783,15.0000000
137.9424375,-37.2182006,-6.0601288,-0.6241816,-0.0046209,5.6766435,-3836.3941281,15.0000000
138.5101019,-36.8866339,-5.5993617,-0.6237579,-0.0037331,5.6766435,-3795.1836236,15.0000000
139.0777662,-36.5552289,-5.1384782,-0.6234066,-0.0030944,5.6766435,-3754.3967470,15.0000000
139.6454306,-36.2238240,-4.6775947,-0.6234066,-0.0000000,5.6766435,-3714.0544092,15.0000000
