s_m,x_m,y_m,psi_rad,kappa_radpm,vx_mps,ax_mps2,width
149.8633889,-21.0356787,-5.4607807,-1.7737271,0.0065030,5.6766435,-2270.5853354,12.0000000
150.4310532,-20.4797311,-5.5755201,-1.7743240,0.0052585,5.6766435,-2218.9489384,12.0000000
150.9987176,-19.9238404,-5.6905348,-1.7748191,0.0043626,5.6766435,-2167.5830919,12.0000000
151.5663819,-19.3679983,-5.8057836,-1.7752403,0.0037110,5.6766435,-2116.5027769,12.0000000
152.1340463,-18.8121984,-5.9212364,-1.7756075,0.0032346,5.6766435,-2065.7255060,12.0000000
152.7017106,-18.2564365,-6.0368714,-1.7759352,0.0028873,5.6766435,-2015.2712389,12.0000000
153.2693750,-17.7006745,-6.1525064,-1.7759352,-0.0000000,5.6766435,-1965.1705019,12.0000000
153.8370394,-17.1449125,-6.2681414,-1.7759352,0.0000000,5.6766435,-1915.4400715,12.0000000
154.4047037,-16.5891506,-6.3837764,-1.7759352,-0.0000000,5.6766435,-1866.0993659,12.0000000
154.9723681,-16.0333886,-6.4994114,-1.7759352,0.0000000,5.6766435,-1817.1791694,12.0000000
155.5400324,-15.4776266,-6.6150464,-1.7759352,-0.0000000,5.6766435,-1768.7132895,12.0000000
156.1076968,-14.9158194,-6.6963820,-1.7145723,-0.5402899,5.6766435,-1722.5374208,12.0000000
156.6753611,-14.3516463,-6.7592429,-1.6817600,-0.2890364,5.6766435,-1676.0649890,12.0000000
157.2430255,-13.7864238,-6.8118391,-1.6635830,-0.1601369,5.6766435,-1627.8775909,12.0000000
157.8106898,-13.2206829,-6.8585305,-1.6531413,-0.0919937,5.6766435,-1579.0415808,12.0000000
158.3783542,-12.6546628,-6.9017046,-1.6469255,-0.0547629,5.6766435,-1530.0778332,12.0000000
158.9460185,-12.0884814,-6.9427103,-1.6430951,-0.0337465,5.6766435,-1481.2721602,12.0000000
159.5136829,-11.5222016,-6.9823340,-1.6406544,-0.0215034,5.6766435,-1432.8022137,12.0000000
160.0813472,-10.9558589,-7.0210480,-1.6390480,-0.0141535,5.6766435,-1384.7943118,12.0000000
160.6490116,-10.3894744,-7.0591440,-1.6379569,-0.0096130,5.6766435,-1337.3510597,12.0000000
161.2166759,-9.8230608,-7.0968073,-1.6371929,-0.0067309,5.6766435,-1290.5658364,12.0000000
161.7843403,-9.2566266,-7.1341584,-1.6366419,-0.0048543,5.6766435,-1244.5310175,12.0000000
162.3520046,-8.6901772,-7.1712780,-1.6362330,-0.0036028,5.6766435,-1199.3430879,12.0000000
162.9196690,-8.1237162,-7.2082208,-1.6359209,-0.0027496,5.6766435,-1155.1061665,12.0000000
163.4873333,-7.5572552,-7.2451636,-1.6359209,-0.0000000,5.6766435,-1111.9255234,12.0000000
164.0549977,-6.9907942,-7.2821063,-1.6359209,-0.0000000,5.6766435,-1069.9385295,12.0000000
164.6226620,-6.4243332,-7.3190491,-1.6359209,0.0000000,5.6766435,-1029.2962321,12.0000000
165.1903264,-5.8578723,-7.3559919,-1.6359209,0.0000000,5.6766435,-990.1552492,12.0000000
165.7579907,-5.2914113,-7.3929347,-1.6359209,-0.0000000,5.6766435,-952.6902334,12.0000000
166.3256551,-4.7249503,-7.4298774,-1.6359209,-0.0000000,5.6766435,-917.0946300,12.0000000
166.8933194,-4.1584893,-7.4668202,-1.6359209,0.0000000,5.6766435,-883.5807557,12.0000000
167.4609838,-3.5920283,-7.5037630,-1.6359209,-0.0000000,5.6766435,-852.3788561,12.0000000
168.0286481,-3.0255673,-7.5407058,-1.6359209,-0.0000000,5.6766435,-823.7347508,12.0000000
168.5963125,-2.4591063,-7.5776485,-1.6359209,0.0000000,5.6766435,-797.9056496,12.0000000
169.1639769,-1.8926454,-7.6145913,-1.6359209,0.0000000,5.6766435,-775.1537910,12.0000000
169.7316412,-1.3419158,-7.4769693,-1.3259209,-2.6876754,5.6766435,-771.3912241,12.0000000
170.2993056,-0.8594204,-7.1779025,-1.0159209,-2.6876754,5.6766435,-769.4737160,12.0000000
170.8669699,-0.4911567,-6.7459017,-0.7059209,-2.6876754,5.6766435,-752.4092081,12.0000000
171.4346343,-0.2694662,-6.2233157,-0.4012083,-2.6432742,5.6766435,-720.8345169,12.0000000
172.0022986,-0.1430225,-5.6699128,-0.2246280,-1.5476637,5.6766435,-675.7721575,12.0000000
172.5699630,-0.0711847,-5.1068123,-0.1268900,-0.8597362,5.6766435,-622.7328913,12.0000000
173.1376273,-0.0302288,-4.5406273,-0.0722109,-0.4815024,5.6766435,-567.1146715,12.0000000
173.7052917,-0.0071156,-3.9734337,-0.0407275,-0.2773344,5.6766435,-510.7125113,12.0000000
174.2729560,0.0053640,-3.4059066,-0.0219859,-0.1651105,5.6766435,-454.0668687,12.0000000
174.8406204,0.0112933,-2.8382732,-0.0104454,-0.1016736,5.6766435,-397.3421497,12.0000000
175.4082847,0.0130525,-2.2706116,-0.0030989,-0.0647243,5.6766435,-340.5905479,12.0000000
175.9759491,0.0120696,-1.7029481,0.0017314,-0.0425568,5.6766435,-283.8294458,12.0000000
176.5436134,0.0092264,-1.1352908,0.0050087,-0.0288738,5.6766435,-227.0648950,12.0000000
